MeB_initial,ReB_initial,nB_initial,MeB_guess,ReB_guess,nB_guess,MeD_guess,ReD_guess,MeB_final,ReB_final,nB_final,MeD_final,ReD_final,MeB_stderr,ReB_stderr,nB_stderr,MeD_stderr,ReD_stderr,redchi
18.0,0.10000000000000001,3.2999999999999994,16.2,0.090000000000000011,2.9699999999999993,23.1,9.9,12.05492369883013,0.010003045174914904,10.033449247639689,21.001345602403958,9.0280561731728159,63.992911123618541,0.24897676696961304,59.480620806334166,0.001674232704492512,0.0098216252433215995,168.8390115193871
18.0,0.10000000000000001,3.3999999999999995,16.2,0.090000000000000011,3.0599999999999996,23.1,9.9,12.084408743203609,0.010001730200226655,10.339342590955711,21.001394546937199,9.0283164218046021,57.236367048455286,0.22285640613393237,54.171215252349668,0.0015344872033328566,0.0095296217046730164,168.70323248792377
18.0,0.10000000000000001,3.4999999999999991,16.2,0.090000000000000011,3.1499999999999995,23.1,9.9,12.113601965279035,0.010002411248000387,10.650744105014702,21.001442775931977,9.0285684841108242,54.928885830824825,0.19514226899536602,54.081113212947734,0.0014392759178061651,0.0090558004955445803,168.57604853004932
18.0,0.10000000000000001,3.5999999999999992,16.2,0.090000000000000011,3.2399999999999993,23.1,9.9,12.1415295751121,0.010001709888666221,10.968276238242659,21.00149023406383,9.0288122178838197,46.20907320388126,0.14941622386158943,47.731965058160178,0.0014089064674415942,0.0089887527089417482,168.45661351280447
18.0,0.10000000000000001,3.6999999999999993,16.2,0.090000000000000011,3.3299999999999996,23.1,9.9,12.168637255122423,0.010001316312759689,11.291284304453425,21.001536857297648,9.0290474749940444,51.5856805142787,0.18324052404424934,55.010582931083619,0.0013650291426179925,0.008613647711466518,168.34423584157835
18.0,0.10000000000000001,3.7999999999999994,16.2,0.090000000000000011,3.4199999999999995,23.1,9.9,12.194727224584083,0.010000704112845593,11.61979040710863,21.001582598402585,9.0292741949074156,13.716048381289006,0.052432903539661541,15.843529544320326,0.00099540688337395287,0.0075035940117155059,168.2382741836856
18.0,0.10000000000000001,3.8999999999999995,16.2,0.090000000000000011,3.5099999999999998,23.1,9.9,12.220757452507179,0.010003442801873375,11.952625501647223,21.001627403876274,9.0294923185783826,52.083471424301166,0.18772387194570114,59.885230096508977,0.0017712734035403531,0.010226374956132123,168.13822052874588
18.0,0.10000000000000001,3.9999999999999991,16.2,0.090000000000000011,3.5999999999999992,23.1,9.9,12.244517945889537,0.010000998169632735,12.292198577425292,21.001671302702569,9.0297021736663332,46.970939901523252,0.16798024779913026,56.477421265168957,0.0019126490880214514,0.010650907558983198,168.04338612161104
18.0,0.10000000000000001,4.0999999999999996,16.2,0.090000000000000011,3.6899999999999999,23.1,9.9,12.267991648550321,0.010000963308619326,12.636244369180613,21.00171423522859,9.0299037034986025,29.659936627401891,0.1016877758916226,36.294898492227233,0.0014058274461799941,0.0090932451218699237,167.95344259121308
18.0,0.10000000000000001,4.1999999999999993,16.2,0.090000000000000011,3.7799999999999994,23.1,9.9,12.290893558072391,0.010002117825890444,12.985010516806131,21.001756187170905,9.0300970288655193,38.979112868634054,0.14643861975168498,50.260674955309533,0.0016223109026315922,0.0099302297344209065,167.8679380862684
18.0,0.10000000000000001,4.2999999999999989,16.2,0.090000000000000011,3.8699999999999992,23.1,9.9,12.312249603012795,0.010000616321736544,13.339759062116789,21.001797193235475,9.0302825258013364,37.586754066241546,0.11106701256489469,48.392440239028637,0.0014060439768708252,0.0081944405982063984,167.78642686602589
18.0,0.10000000000000001,4.3999999999999986,16.2,0.090000000000000011,3.9599999999999986,23.1,9.9,12.333872550347035,0.01000327038189619,13.698169965476964,21.001837196462461,9.0304601562515856,50.318527759053211,0.19391838573813253,67.076255355564726,0.0017513474289431838,0.0098505807327311911,167.70865261202113
18.0,0.10000000000000001,4.4999999999999991,16.2,0.090000000000000011,4.0499999999999989,23.1,9.9,12.353382801801457,0.010000745250819287,14.063434888361394,21.001876272325582,9.0306304345135882,25.335310267594163,0.095028676525273331,35.924021648891134,0.0014805930754844395,0.0086859118055300777,167.63415556514343
18.0,0.10000000000000001,4.5999999999999988,16.2,0.090000000000000011,4.1399999999999988,23.1,9.9,12.373555669864666,0.010003856292501556,14.431840068946688,21.001914348914795,9.0307932725324296,52.56488724372624,0.19949421461883562,76.252749491471448,0.0021637778254625989,0.011318506811112109,167.56282706058369
18.0,0.10000000000000001,4.6999999999999993,16.2,0.090000000000000011,4.2299999999999995,23.1,9.9,12.391817504274327,0.010002259235877276,14.807041563058682,21.001951515624476,9.0309492348885509,51.133897146381862,0.17818522420895477,76.641036541772564,0.0021497488159614234,0.01097321839988351,167.49422433871601
18.0,0.10000000000000001,4.7999999999999989,16.2,0.090000000000000011,4.3199999999999994,23.1,9.9,12.410003576223781,0.010003053182424448,15.18649962770454,21.001987730871484,9.0310983501158493,41.80958456291868,0.15286125440386225,63.477901133877957,0.0017459946798208986,0.0095850581637378033,167.42821651156243
18.0,0.10000000000000001,4.8999999999999986,16.2,0.090000000000000011,4.4099999999999993,23.1,9.9,12.42694302672094,0.010001470555409231,15.572058457593103,21.002023051899378,9.0312410434018791,33.785850687581949,0.14454522328642858,52.420940502090545,0.001456944175698359,0.0085280675666416488,167.36450916618878
18.0,0.10000000000000001,4.9999999999999991,16.2,0.090000000000000011,4.4999999999999991,23.1,9.9,12.444040354914456,0.010003099135937221,15.961615998917638,21.002057442709617,9.0313773361626541,42.869017964760189,0.16128281212315443,69.548980256065747,0.0018308567913928532,0.0098022556424841468,167.30299917811715
18.0,0.10000000000000001,5.0999999999999988,16.2,0.090000000000000011,4.589999999999999,23.1,9.9,12.460122374002719,0.010003021821749947,16.357105375657014,21.002090966233418,9.0315076688189535,82.260388992260715,0.31948397368899467,133.34743305693195,0.0025724521566426882,0.011302871599146115,167.24341238227277
18.0,0.10000000000000001,5.1999999999999993,16.2,0.090000000000000011,4.6799999999999997,23.1,9.9,12.475809642101138,0.010003680883481358,16.757643508369842,21.002123621436922,9.0316322046298403,78.071815354963221,0.30021084514396784,132.06502813003576,0.0027770117579859559,0.012481184567442663,167.1856256105001
18.0,0.10000000000000001,5.2999999999999989,16.2,0.090000000000000011,4.7699999999999996,23.1,9.9,12.490279054058806,0.010001570012600602,17.164778081249711,21.002155466910079,9.0317513518223382,44.381373356488737,0.17213801057617828,77.727717286435805,0.0018432830407013074,0.0097913348855225499,167.1294219903632
18.0,0.10000000000000001,5.3999999999999986,16.2,0.090000000000000011,4.8599999999999985,23.1,9.9,12.505631972716003,0.010005216967693853,17.574902749602014,21.002186435814362,9.0318649827856774,47.468614033213527,0.18532603185250682,85.740507797079403,0.0020907136812234129,0.010495727983874799,167.07481355120152
18.0,0.10000000000000001,5.4999999999999991,16.2,0.090000000000000011,4.9499999999999993,23.1,9.9,12.518985947716015,0.010002721260595759,17.993273105941682,21.002216662142402,9.031973776743234,53.822156962597276,0.19652532752321306,98.481058844166441,0.0021662259662302624,0.010476377932502277,167.02146430012911
18.0,0.10000000000000001,5.5999999999999988,16.2,0.090000000000000011,5.0399999999999991,23.1,9.9,12.532520661296349,0.010002901357971217,18.416104516240765,21.002246087496729,9.0320776478833622,26.461460089787415,0.10923787176309374,50.825348147093187,0.0014960725040813741,0.0089317075486241067,166.96940043931428
